Title,date
"<p dir=""ltr"">-- <a href=""http://www.zype.com/"">Zype</a> (New York, NY), cloud video distribution for enterprise: <a href=""http://www.finsmes.com/2017/10/zype-raises-4-9m-in-series-a-funding.html"">$4.9M</a> A led by Runa Capital, participation from Revel, Point Nine, Alpine Meridian, Entrepreneurs Investment.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://groupize.com/"">Groupize</a> (Boston, MA), platform to host and participate in simple meetings: <a href=""http://www.finsmes.com/2017/10/groupize-raises-3-25m-in-series-a-financing.html"">$3.25M</a> A2 led by Thayer Ventures, participation from Golden Seeds, Launchpad, Wayfare, NTX, Ace Fund.</p>",2017-10-15
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.securityscorecard.com/"">SecurityScoreCard</a> (New York, NY), platform to evaluate internal security as well as that of third parties: <a href=""http://www.finsmes.com/2017/10/securityscorecard-secures-27-5m-in-series-c-funding-round.html"">$27.5M</a> C led by Nokia Growth Partners, participation from Moody’s, AXA, Intel, Sequoia, GV, Boldstart, Two Sigma, Evolution.</p>",2017-10-15
"<p dir=""ltr""><strong>--Dev--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://sysdig.com/"">Sysdig</a> (San Francisco, CA), container monitoring services: <a href=""http://www.finsmes.com/2017/10/sysdig-completes-25m-series-c-financing.html"">$25M</a> C from Accel Partners.</p>",2017-10-15
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.xlhybrids.com/"">XL Hybrids</a> (Boston, MA), electrification for commercial and municipal fleets: <a href=""http://www.finsmes.com/2017/10/xl-hybrids-secures-22m-in-series-d-funding.html"">$22M</a> D led by Constellation Technology Ventures, participation from IKEA Group, et al. CEO <a href=""https://www.linkedin.com/in/altenergy/"">Tod Hynes</a> is a senior lecturer at MIT and co-founded MIT’s Clean Energy Prize.</p>",2017-10-15
"<p dir=""ltr""><strong>--Insurtech--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.coverwallet.com/"">CoverWallet</a> (New York, NY), insurance purchasing/management platform for small business: <a href=""http://www.finsmes.com/2017/10/coverwallet-raises-18-5m-in-series-b-funding.html"">$18.5M</a> B led by Foundation Capital, participation from Union Square, Index, CV Starr, Two Sigma. CEO <a href=""https://www.linkedin.com/in/altenergy/"">Inaki Berenguer</a> exited both companies he founded prior to CoverWallet.</p>",2017-10-15
"<p dir=""ltr""><strong>--Cleantech--</strong></p>",2017-10-15
"<p dir=""ltr"">-- Heliatek (Dresden, Germany), photovoltaic films: <a href=""https://www.printedelectronicsworld.com/articles/12952/heliatek-raises-an-additional-15-million-euro"">$17.7M</a> from Innology, Engie, BASF, BNP-Paribas, AQTON, eCapital, et al.</p>",2017-10-15
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://icxmedia.com/"">ICX Media</a> (Washington, DC), data-based marketing insights with branded video generation: <a href=""http://www.finsmes.com/2017/10/icx-media-raises-6-6m-in-funding.html"">$6.6M</a> A led by Grotech Ventures, participation from NRV, PJC, Avonlea.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.tru-signal.com/"">TruSignal</a> (San Francisco, CA), audience targeting using offline data: <a href=""http://www.finsmes.com/2017/10/trusignal-secures-5m-in-series-a-financing.html"">$5M</a> A from Redpoint, Split Rock, Tenaya, et al.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.unityinfluence.com/"">Unity</a> (San Francisco, CA), platform to optimize influencer marketing campaign using AI: <a href=""http://www.finsmes.com/2017/10/unity-secures-1m-in-funding.html"">$1M</a> from Jonathan Berent, et al.</p>",2017-10-15
"<p dir=""ltr""><strong>--AR/VR--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.engageonq.com/"">onQ</a> (Atlanta, GA), platform to turn static video into immersive experiences: <a href=""http://www.finsmes.com/2017/10/onq-secures-7m-in-seed-funding.html"">$7M</a> Seed from undisclosed sources.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.visualvocal.com/"">Visual Vocal</a> (Seattle, WA), platform to create immersive business presentations: <a href=""http://www.finsmes.com/2017/10/visual-vocal-raises-3-6m-in-funding.html"">$3.6M</a> Seed led by Eniac Ventures, participation from Scout, Spider, Alliance of Angels.</p>",2017-10-15
"<p dir=""ltr""><strong>--Foodtech--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.hippeas.com/"">Hippeas</a> (Los Angeles, CA), organic snacks made from chickpeas: <a href=""http://www.finsmes.com/2017/10/hippeas-raises-10m-in-growth-funding.html"">$10M</a> from Cavu Venture Partners.</p>",2017-10-15
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-10-15
"<p>-- <a href=""https://www.miotech.com/"">MioTech</a> (Hong Kong), AI-based graph database for financial institutions: <a href=""http://www.finsmes.com/2017/10/miotech-raises-7m-in-series-a-funding.html"">$7M</a> A led by Horizons Ventures/ ZhenFund, et al.</p>",2017-10-15
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.cullinanoncology.com/"">Cullinan Oncology</a> (Cambridge, MA), oncology therapeutics: <a href=""http://www.finsmes.com/2017/10/cullinan-oncology-raises-150m-in-series-a-financing.html"">$150M</a> A led by MPM Capital, F2 Ventures.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://www.recursionpharma.com/"">Recursion</a> (Salt Lake City, UT), data-based drug discovery platform: <a href=""https://techcrunch.com/2017/10/03/drug-discovery-startup-recursion-raises-60-million-in-series-b-from-dcvc/"">$60M</a> B led by Data Collective.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://immatics.com/"">Immatics</a> (Tübingen, Germany), cancer immunotherapy: <a href=""http://www.finsmes.com/2017/10/immatics-closes-58m-series-e-financing-round.html"">$58M</a> B from dievini Hopp Biotech, Wellington Partners, AT Impf GmbH, Amgen.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://palleonpharma.com/"">Palleon</a> (Waltham, MA), glycoimmune checkpoint inhibitors: <a href=""http://www.finsmes.com/2017/10/palleon-pharmaceuticals-raises-47-6m-in-series-a-financing.html"">$47.6M</a> A from SR One, Pfizer, Vertex HC, Takeda, AbbVie.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.broadspotimaging.com/"">BroadSpot Imaging</a> (Richmond, CA), diagnostic medical devices and services for eye care: <a href=""http://www.finsmes.com/2017/10/broadspot-imaging-secures-7-5m-in-series-a-funding.html"">$7.5M</a> A led by Phoenix Venture Partners, participation from Camino Real, angels.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.joolhealth.com/"">Jool Health</a> (Ann Arbor, MI), health based on wellness approaches: <a href=""http://www.finsmes.com/2017/10/jool-health-closes-4-5m-seed-funding.html"">$4.5M</a> Seed led by CVC JOOL Investors, participation from Tappan Hill, Michigan Angel Fund, Wakestream, angels.</p>",2017-10-05
"<p dir=""ltr""><strong>--Data/Analytics--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.infinidat.com/"">Infinidat</a> (Waltham, MA), petabyte-scale data storage solutions: <a href=""http://www.finsmes.com/2017/10/infinidat-secures-95m-in-series-c-financing.html"">$95M</a> C led by Goldman Sachs Private Capital Investing, participation from TPG Growth.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.atscale.com/"">AtScale</a> (San Mateo, CA), BI semantic platform for big data analysis: <a href=""http://www.finsmes.com/2017/10/atscale-raises-25m-in-series-c-funding.html"">$25M</a> C led by Atlantic Bridge, participation from Wells Fargo, Industry, Storm, UMC, Comcast, XSeed. CEO <a href=""https://www.linkedin.com/in/davidpmariani/"">David Mariani</a> served in two VP positions at Yahoo over the course of 2007-2011.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.numetric.com/"">Numetric</a> (Salt Lake City, UT), enterprise data analysis platform: <a href=""http://www.finsmes.com/2017/10/numetric-raises-nearly-13m-in-funding.html"">$13M</a> from Insight, EPIC, Tim Draper, Aaron Skonnard.</p>",2017-10-05
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://glovoapp.com/en/"">Glovo</a> (Barcelona, Spain), on-demand delivery app: <a href=""https://techcrunch.com/2017/10/04/glovo-series-b/"">$35.2M</a> B led by Rakuten Capital, Cathay Innovation, participation from Seaya, Entreé, Caixa, Bonsai.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.roofstock.com/"">Roofstock</a> (Oakland, CA), online marketplace for single family homes: <a href=""http://www.finsmes.com/2017/10/roofstock-closes-35m-series-c-funding-round.html"">$35M</a> led by Canvas Ventures, participation from Lightspeed, Bain, Khosla, Nyca, QED, FJ Labs.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://urgent.ly"">Urgent.ly</a> (Vienna, VA), on-demnd roadside assistance and other services: <a href=""http://www.finsmes.com/2017/10/urgent-ly-raises-10m-series-b-funding-round.html"">$10M</a> B from American Tire Distributors, Verizon, Forté.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://en.21buttons.com/"">21Buttons</a> (Barcelona, Spain), social media/e-commerce app for fashion: <a href=""https://techcrunch.com/2017/10/05/21buttons/"">$10M</a> A led by Kibo Ventures, JME VC, participation from Samaipata, Breega, 360, Banc Sabadell, Sputnik, Mediaset.</p>",2017-10-05
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://www.salaryfinance.com/"">SalaryFinance</a> (London, UK), platform for employee financial wellbeing: <a href=""http://www.finsmes.com/2017/10/salaryfinance-raises-40m-funding-round.html"">$52.75M</a> led by Legal &amp; General, participation from Blenheim Chalcot.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.premfina.com/"">PremFina</a> (London, UK), insurance financing options: <a href=""http://www.finsmes.com/2017/10/premfina-raises-us36m-in-equity-and-debt-funding.html"">$36M</a> Equity &amp; Debt led by Rakuten Capital, Draper Esprit, participation from Thomvest, Emery, Rubicon, Talis.</p>",2017-10-05
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.envoyglobal.com/"">Envoy Global</a> (Chicago, IL), platform to help companies hire foreign workers: <a href=""http://www.finsmes.com/2017/10/envoy-global-raises-21m-in-series-c-funding.html"">$21M</a> C led by Catalyst Investors, participation from General Catalyst.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.frame.io/"">Frame.io</a> (New York, NY), video review for content creators and collaborators: <a href=""http://www.finsmes.com/2017/10/frame-io-raises-20m-in-series-b-financing.html"">$20M</a> B led by FirstMark Capital, particicpation from Accel, SignalFire, Shasta.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://seasoned.co/"">Seasoned.co</a> (San Francisco, CA), networking platform for food service workers: <a href=""http://www.finsmes.com/2017/10/seasoned-co-secures-20m-in-funding.html"">$20M</a> A led by TPG Growth.</p>",2017-10-05
"<p dir=""ltr"">-- Energage (Exton, PA), HR platform: <a href=""http://www.finsmes.com/2017/10/energage-receives-15m-in-funding.html"">$15M</a> from Rittenhouse, NewSpring, Bridge Bank.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.fuel50.com/"">Fuel50</a> (Los Angeles, CA), career pathing software for team engagement: <a href=""http://www.finsmes.com/2017/10/fuel50-raises-2-5m-in-series-a-funding.html"">$2.5M</a> A led by Rincon Venture Partners, Bonfire Ventures.</p>",2017-10-05
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://bluecore.com/"">Bluecore</a> (New York, NY), AI-based predictive marketing for ecommerce brands: <a href=""https://techcrunch.com/2017/10/04/bluecore-marketing-automation-platform-raises-35-million-in-series-c/"">$35M</a> C led by Norwest Venture Partners, participation from Georgian, FirstMark, Felicis.</p>",2017-10-05
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-10-05
"<p dir=""ltr"">-- Nanotronics (New York, NY), automated microscopes for industrial supply chains: <a href=""http://www.finsmes.com/2017/10/nanotronics-raises-30m-in-series-d-funding.html"">$30M</a> D led by Corporation of Dubai, participation from Founders Fund.</p>",2017-10-05
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://www.featurespace.com/"">Featurespace</a> (Cambridge, UK), AI-based behavior monitoring for fraud detection: <a href=""http://www.finsmes.com/2017/10/featurespace-raises-16-5m-in-funding.html"">$21.9M</a> led by Highland Europe, participation from Invoke, Touchstone Innovations, NESTA, TTV, Robert Sansom, Worldpay.</p>",2017-10-05
"<p dir=""ltr"">-- <a href=""https://www.hypr.com/"">HYPR</a> (New York, NY), decentralized authentication platform: <a href=""http://www.finsmes.com/2017/10/hypr-raises-8m-in-series-a-funding.html"">$8M</a> A led by RRE Ventures, participation from RTP, Boldstart, Mesh.</p>",2017-10-05
"<p dir=""ltr""><strong>--Insurtech--</strong></p>",2017-10-05
"<p dir=""ltr"">-- <a href=""http://www.clearsurance.com/"">Clearsurance</a> (Newburyport, MA), crowdsourced review, rating and educational platform for the insurance industry: <a href=""http://www.finsmes.com/2017/10/clearsurance-raises-4m-in-series-a-funding.html"">$4M</a> A led by Michael Crowe, participation from Davis Capital.</p>",2017-10-05
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-10-12
"<p dir=""ltr"">-- Ola (India), ride-hailing service: <a href=""https://techcrunch.com/2017/10/10/ola-raises-1-1b-from-tencent-and-softbank/"">$1.1B</a> led by Tencent, participation from SoftBank, et al. Was valued at reduced $3.5B valuation but plans to add $1B to the round on a valuation of $7B, according to sources.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""https://www.destination.pet/"">Destination Pet</a> (Irvine, CA), pet care services: <a href=""http://www.finsmes.com/2017/10/destination-pet-raises-30m-in-debt-and-equity-funding.html"">$30M</a> Equity &amp; Debt led by McLarty Capital Partners, participation from Opus.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""http://www.brilliant.tech/"">Brilliant</a> (San Mateo, CA), home IoT control app with Alexa integration: <a href=""http://www.finsmes.com/2017/10/brilliant-raises-21m-in-series-a-funding.html"">$21M</a> A led by August Capital, participation from Miramar, The Box Group, Stanford-StartX. CEO <a href=""https://www.linkedin.com/in/aaronemigh/"">Aaron Emigh</a> co-founded and served as CTO for Shopkick, which was acquired for $250M in 2014.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""https://getgrover.com/de-de"">Grover</a> (Berlin, Germany), tech gadget rental platform through MediaMarkt: <a href=""http://www.finsmes.com/2017/10/grover-receives-11-7m-asset-backed-debt-financing.html"">$11.7M</a> Debt from Varengold Bank AG.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""http://alertmedia.com/"">AlertMedia</a> (Austin, TX), mass communications and emergency monitoring: <a href=""http://www.finsmes.com/2017/10/alertmedia-raises-8m-in-series-b-funding.html"">$8M</a> B led by Next Coast Ventures, participation from ATX Seed.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""http://creativemarket.com/"">Creative Market</a> (San Francisco, CA), online P2P marketplace for creativity projects: <a href=""http://www.finsmes.com/2017/10/creative-market-closes-7m-series-a-financing-round.html"">$7M</a> A led by Accomplice, participation from Palm Drive, Patrick Lor, Don Parker, Gabriel Hammond. CEO <a href=""https://www.linkedin.com/in/aaron-epstein-a97105/"">Aaron Epstein</a> is currently a visiting partner at YC.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""http://www.penthera.com/"">Penthera Partners</a> (New York, NY), download-to-go video content for users with poor internet connections: <a href=""http://www.finsmes.com/2017/10/penthera-partners-completes-6m-equity-financing.html"">$6M</a> led by Liberty Global Ventures.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""https://www.vyng.me/"">Vyng</a> (Santa Monica, CA), app to set videos as either specific or universal ringtone: <a href=""http://www.finsmes.com/2017/10/vyng-raises-3m-in-seed-funding.html"">$3M</a> Seed led by March Capital Partners, participation from BAM, HOF, Inspiration, Alex Chung, Steve Martocci, Mark Goldston, et al.</p>",2017-10-12
"<p dir=""ltr"">-- <a href=""http://www.allume.co/"">Allume</a> (Menlo Park, CA), on-demand shopping service for women with personal stylist matching: <a href=""http://www.finsmes.com/2017/10/allume-raises-3m-in-funding.html"">$3M</a> from True Ventures.</p>",2017-10-12
