Title,date
"<p dir=""ltr"">-- Edianzu (China), office appliance leasing platform: <a href=""https://www.chinamoneynetwork.com/2017/10/18/dealshot-matrix-co-leads-18m-round-chinese-office-appliance-leasing-platform-edianzu"">$18M</a> B led by Matrix, Aplus, Shunwei, Lakala.</p>",2017-10-19
"<p dir=""ltr"">-- ASOCS (Israel), virtualized communications: <a href=""https://www.calcalistech.com/ctech/articles/0,7340,L-3723048,00.html"">$10M</a> from Taylor Frigon Capital, Fornaciari Trust, et al.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.directscale.com/"">DirectScale</a> (Lindon, UT), sales platform for team communication, enrollments, and more: <a href=""http://www.finsmes.com/2017/10/directscale-closes-8-5m-series-b-funding-round.html"">$8.5M</a> B led by Grotech Ventures, participation from Origin, Kickstart Seed Fund.</p>",2017-10-19
"<p dir=""ltr""><strong>--FIntech--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.bluevine.com/"">BlueVine</a> (Redwood City, CA), working capital for SMEs: <a href=""http://www.finsmes.com/2017/10/bluevine-secures-up-to-130m-in-debt-capital-financing.html"">$130M</a> Debt from Silicon Valley Bank, SunTrust Bank, Bank Leumi, TriplePoint. CEO <a href=""https://www.linkedin.com/in/eyallifshitz/"">Eyal Lifshitz</a> spent three years as a Greylock Principal for Israel and Europe.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.finovafinancial.com/"">Finova Financial</a> (West Palm Beach, FL), digital financial services: <a href=""http://www.finsmes.com/2017/10/finova-financial-secures-102-5m-in-funding.html"">$102.5M</a> Equity &amp; Debt led by CoVenture.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""https://www.lendinghome.com/"">LendingHome</a> (San Francisco, CA), mortgage marketplace and lender: <a href=""http://www.finsmes.com/2017/10/lendinghome-raises-57m-in-series-c-2-funding.html"">$57M</a> C2 from Sberbank, Noah Holdings. Also closed Fund II with $100M for residential bridge loans.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""https://www.guiabolso.com.br/"">GuaiBolso</a> (Sao Paulo, Brazil), digital marketplace for credit products: <a href=""http://www.finsmes.com/2017/10/guiabolso-raises-39m-in-funding.html"">$39M</a> led by Vostok Emerging Finance, participation from Ribbit, IFC, QED, Endeavor Catalyst, Omidyar.</p>",2017-10-19
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.fortyseveninc.com/"">Forty Seven</a> (Menlo Park, CA), therapies targeting cancer immune evasion pathways: <a href=""http://www.finsmes.com/2017/10/forty-seven-closes-75m-series-b-financing.html"">$75M</a> B led by Wellington, participation from Clarus, Lightspeed, Sutter Hill, GV.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.geminitherapeutics.com/"">Gemini Therapeutics</a> (Cambridge, MA), treatments for rare genetic diseases and age-related macular degeneration: <a href=""http://www.finsmes.com/2017/10/gemini-therapeutics-raises-42-5m-in-series-a-financing.html"">$42.5M</a> A led by Atlas Venture, Lightstone Ventures, OrbiMed.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.prenetics.com/"">Prenetics</a> (Hong Kong), genetics-focused digital health: <a href=""http://www.finsmes.com/2017/10/prenetics-raises-us40m-in-funding.html"">$40M</a> B led by Beyond Ventures, Alibaba Hong Kong Entrepreneurs, participation from Yuantai Investment, mFund, eGarden. CEO <a href=""https://www.linkedin.com/in/dyeung22/"">Danny Yeung</a> founded SXE Ventures, was a limited partner for 500 Startups, and both headed and co-founded Groupon Hong Kong.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.cydanco.com/"">Cydan</a> (Cambridge, MA), therapies for degenerative diseases: <a href=""http://www.finsmes.com/2017/10/cydan-raises-34m-in-funding.html"">$34M</a> led by NEA, participation from Longitude, Pfizer, Alexandria, Lundbeckfond.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://missionbio.com/"">Mission Bio</a> (San Francisco, CA), single-cell DNA analysis: <a href=""http://www.finsmes.com/2017/10/mission-bio-secures-10m-in-series-a-funding.html"">$10M</a> A led by Mayfield Fund.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://attune-medical.com/"">Attune Medical</a> (Chicago, IL), medical device to regulate patient’s core temperature: <a href=""http://www.finsmes.com/2017/10/attune-medical-closes-10m-series-c-financing.html"">$10M</a> C Gopher Angels, Heartland Angels, TWB Investment Partners, Attune Medical, PFG.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.basehealth.com/"">BaseHealth</a> (Sunnyvale, CA), data-driven population health management: <a href=""http://www.finsmes.com/2017/10/basehealth-raises-8-5m-in-series-c-funding.html"">$8.5M</a> C led by HBM Healthcare Investments.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.allurion.com/"">Allurion</a> (Natick, MA), gastric balloons for weight loss: <a href=""http://www.finsmes.com/2017/10/allurion-technologies-secures-6m-term-loan-from-silicon-valley-bank.html"">$6M</a> Term Loan from Silicon Valley Bank.</p>",2017-10-19
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://duo.com/"">Duo Security</a> (Ann Arbor, MI), platform to identify of customers and their device health to protect against breaches: <a href=""http://www.finsmes.com/2017/10/duo-security-raises-70m-in-series-d-funding.html"">$70M</a> D led by Meritech Capital, Lead Edge Capital, participation from Workday, Geodesic, Index, Redpoint, True.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.feedzai.com/"">Feedzai</a> (San Mateo, CA), AI-based fraud/risk prevention for banks, payment providers, and retailers: <a href=""http://www.finsmes.com/2017/10/feedzai-raises-50m-in-series-c-funding.html"">$50M</a> C from Sapphire Ventures, et al. CEO <a href=""https://www.linkedin.com/in/nunosebastiao/"">Nuno Sebastiao</a> was a product manager for the European Space Agency for three years.</p>",2017-10-19
"<p dir=""ltr""><strong>--Foodtech--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.mycotechcorp.com/"">MycoTechnology</a> (Aurora, CA), organic foods based on mushrooms: <a href=""http://www.finsmes.com/2017/10/mycotechnology-raises-further-7m-closes-42m-series-b-round.html"">$42M</a> B from Ajinomoto, Continental Grain, S2G, Middleland, Health For Life.</p>",2017-10-19
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.builtrobotics.com/"">Built Robotics</a> (San Francisco, CA), self-driving videos: <a href=""https://nairobihub.com/hub-notes/52052/built-robotics-raises-15-million-from-nea-for-autonomous-construction/"">$15M</a> from NEA.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.veobot.com/"">Veo Robotics</a> (Cambridge, MA), system to develop human-awareness for industrial robots: <a href=""http://www.finsmes.com/2017/10/veo-robotics-raises-12m-in-series-a-funding.html"">$12M</a> A led by Lux Capital, participation from GV, Next47.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.rhumbix.com/"">Rhumbix</a> (San Francisco, CA), mobile workflow management for construction sites: <a href=""http://www.finsmes.com/2017/10/rhumbix-closes-7-35m-funding.html"">$7.35M</a> led by Blackhorn Ventures, participation from Greylock, Brick &amp; Mortar, Spectrum 28, Glynn, Kiddar.</p>",2017-10-19
"<p dir=""ltr""><strong>--Edtech--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""https://www.galvanize.com/"">Galvanize</a> (Denver, CO), skill development platform for dev, data science, and machine learning: <a href=""http://www.finsmes.com/2017/10/galvanize-raises-7m-in-funding.html"">$7M</a> from ABS, University.</p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.fluentcity.com/"">Fluent City</a> (New York, NY), language training: <a href=""http://www.finsmes.com/2017/10/fluent-city-secures-3m-in-funding.html"">$3M</a> from Lerner. New Ground, ZG, WorldQuant, John Katzman, Matthew Hanson, Jack Larson, Nick Hammerschlag.</p>",2017-10-19
"<p dir=""ltr""><strong>--Gaming--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.certainaffinity.com/"">Certain Affinity</a> (Austin, TX), independent game dev based on licensed IP: <a href=""http://www.finsmes.com/2017/10/certain-affinity-receives-us10m-minority-investment-from-leyou-technologies.html"">$10M</a> minority investment from Leyou Holdings. Leyou also provided a recourse loan  facility of up to $15M.</p>",2017-10-19
"<p dir=""ltr""><strong>--Cleantech--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://leveltenenergy.com/"">LevelTen Energy</a> (Seattle, WA), platform to commercial and industrial entities to buy clean energy: <a href=""http://www.finsmes.com/2017/10/levelten-energy-raises-6-8m-in-funding.html"">$6.8M</a> from Prelude, Techstars, Founders’ Coop, Wireframe, Element 8, Avista.</p>",2017-10-19
"<p dir=""ltr""><strong>--Dev--</strong></p>",2017-10-19
"<p dir=""ltr"">-- <a href=""http://www.upstack.io/"">UpStack</a> (New York, NY), global colocation program: <a href=""http://www.finsmes.com/2017/10/upstack-secures-1-8m-in-seed-funding.html"">$1.8M</a> Seed from Burch Creative, Montage.</p>",2017-10-19
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-10-10
"<p dir=""ltr"">-- Tujia (China), P2P vacation home rental platform: <a href=""https://www.chinamoneynetwork.com/2017/10/10/chinas-airbnb-platform-tujia-com-raises-300m-series-e-round-1-5b-valuation"">$300M</a> E led by All-Stars Investment, Ctrip, participation from New Economy Fund, Glade Brook, G Street.</p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://www.airtasker.com/"">Airtasker</a> (Australia), P2P on-demand task platform: <a href=""http://www.afr.com/technology/airtasker-raises-33-million-to-hit-the-uk-as-seven-west-and-exto-up-stakes-20171004-gyuez5"">$33M</a> led by Skyfield Capital, participation from Seven West Media, Exto, Morning Crest, Black Sheep. Will expand to England.</p>",2017-10-10
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-10-10
"<p dir=""ltr"">-- Huishoubao (Shenzhen, China), smartphone recycling: <a href=""https://www.chinamoneynetwork.com/2017/10/10/dealshot-citic-capital-sourcecode-capital-join-45m-round-chinas-mobile-phone-recycling-start-huishoubao"">$45M</a> B led by Strait Capital, participation from Source Code, SMC, CITIC, Chengwei.</p>",2017-10-10
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://verve.co/"">Verve</a> (UK), rewards platform to entice customers to sell products: <a href=""https://techcrunch.com/2017/10/09/verve/"">$18.5M</a> B led by Draper Esprit, participation from Kindred, Frontline, Backed.</p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://www.deliveree.com/"">Deliveree</a> (Thailand), logistics platform for firms in metro areas: <a href=""https://www.dealstreetasia.com/stories/gobi-partners-deliveree-83769/"">$14M</a> A led by Gobi Partners, participation from PSA Unboxed, Asia Summit, Inspire, Ardent.</p>",2017-10-10
"<p dir=""ltr"">-- <a href=""http://www.ascendify.com/"">Ascendify</a> (San Francisco, CA), HR talent acquisition/management app: <a href=""http://www.finsmes.com/2017/10/ascendify-closes-11m-in-series-a-funding.html"">$11M</a> A led by Canaan Partners, participation from GE, Cisco.</p>",2017-10-10
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://www.spotcap.com/"">Spotcap</a> (Berlin, Germany), online lending platform for SMEs: <a href=""http://www.finsmes.com/2017/10/spotcap-raises-e22m-in-equity-and-debt-funding.html"">$25.9M</a> Equity &amp; Debt from undisclosed sources.</p>",2017-10-10
"<p dir=""ltr""><strong>--Dev--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://about.gitlab.com/"">Gitlab</a> (San Francisco, CA), GIT repository management/code review tool: <a href=""http://www.finsmes.com/2017/10/gitlab-raises-20m-in-series-c-funding.html"">$20M</a> C led by GV.</p>",2017-10-10
"<p dir=""ltr""><strong>--Govtech--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""http://www.forensiclogic.com/"">Forensic Logic</a> (Walnut Creek, CA), cloud-based criminal data platform for law enforcement: <a href=""http://www.finsmes.com/2017/10/forensic-logic-receives-20m-growth-investment.html"">$20M</a> Mainsail Partners. Acquired IBM's Coplink product suite.</p>",2017-10-10
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""http://www.sightsciences.com/"">Sight Sciences</a> (Menlo Park, PA), ophthalmic medical devices: <a href=""http://www.finsmes.com/2017/10/sight-sciences-closes-10m-series-c-growth-financing.html"">$10M</a> C led by Allegro Investment Fund.</p>",2017-10-10
"<p dir=""ltr"">-- <a href=""http://www.imaginab.com/"">ImaginAb</a> (Inglewood, CA), immuno-oncology imaging: <a href=""http://www.finsmes.com/2017/10/imaginab-closes-8m-funding-round.html"">$8M</a> led by Adage Capital, participation from Parker Institute for Cancer Immunotherapy, NVF, Cycad Group, Nextech, Jim Pallotta.</p>",2017-10-10
"<p dir=""ltr""><strong>--AR/VR--</strong></p>",2017-10-10
"<p dir=""ltr"">-- <a href=""https://www.gridraster.com/"">GridRaster</a> (Palo Alto, CA), high-end AR/VR compatibility for mobile devices: <a href=""http://www.thehindubusinessline.com/info-tech/vrar-startup-raises-2-million-in-seed-funding/article9895720.ece"">$2M</a> Seed from Exfinity, Lumia, Pipeline, NexStar, Unshackled, The Explorer Group, angels.</p>",2017-10-10
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.harmonybiosciences.com/"">Harmony</a> (Plymouth Meeting, PA), biopharmaceuticals: <a href=""http://www.finsmes.com/2017/10/harmony-biosciences-raises-270m-in-equity-financing.html"">$270M</a> from Valor, Fidelity, HBM Healthcare, Vivo, venBio, Novo, Nan Fung Life Sciences.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.visterrainc.com/"">Visterra</a> (Cambridge, MA), precision antibody-based therapeutics: <a href=""http://www.finsmes.com/2017/10/visterra-closes-46-7m-series-c-financing.html"">$46.7M</a> C from Bill &amp; Melinda Gates Foundation, MRL, Vertex, Polaris, Flagship Pioneering, Omega, et al.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.panopticapharma.com/"">PanOptica</a> (Bernardsville, NJ), ophthalmology therapies: <a href=""http://www.finsmes.com/2017/10/panoptica-secures-11m-in-series-b-financing.html"">$11M</a> B from Third Rock Ventures, SV Health Investors.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://vestagen.com/"">Vestagen</a> (Orlando, FL), developer of uniforms for medical professionals: <a href=""http://www.finsmes.com/2017/10/vestagen-protective-technologies-closes-9-5m-financing.html"">$9.5M</a> from Advent Life Sciences, HealthQuest Capital, Greenline, Northwell, Mercy Health of Cincinnati.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://bioarray.us/"">Bioarray Genetics</a> (Farmington, CT), genomics-based personalized medicine: <a href=""http://www.finsmes.com/2017/10/bioarray-genetics-raises-4m-in-series-b-financing.html"">$4M</a> B led by Quark Venture, GF Securities, participation from Global Health Science Fund, Connecticut Innovations.</p>",2017-10-08
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.wheelsup.com/"">Wheels UP</a> (New York, NY), members-based private aviation company: <a href=""http://www.finsmes.com/2017/10/wheels-up-completes-117-5m-equity-funding.html"">$117.5M</a> led by Fidelity, funds and accounts advised by T. Rowe Price Associates, participation from NEA. Valued at close to $700M.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.secretescapes.com/"">Secret Escapes</a> (London, UK), subscription-based luxury hotel flash deals: <a href=""http://www.finsmes.com/2017/10/secret-escapes-raises-111m-in-series-d-funding.html"">$111M</a> D &amp; Debt led by Temasek, participation from Indinvest, Silicon Valley Bank.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.urbansitter.com/"">UrbanSitter</a> (San Francisco, CA), babysitter booking platform: <a href=""http://www.finsmes.com/2017/10/urbansitter-secures-17m-in-series-c-funding.html"">$17M</a> C led by Advance Venture Partners, participation from Canaan, Aspect, DBL, First Round, Menlo, Rustic Canyon.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.gobble.com/"">Gobble</a> (Palo Alto, CA), 15-minute prep time meal kit delivery service: <a href=""http://www.finsmes.com/2017/10/gobble-raises-15m-in-series-b-funding.html"">$15M</a> B led by Khosla Ventures/ Andreessen Horowitz, Trinity, Initialized.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://drivezy.com/"">Drivezy</a> (Bengaluru, India), on-demand carshare service based on aggregate of car rental offerings: <a href=""http://www.finsmes.com/2017/10/drivezy-raises-10m-in-funding.html"">$10M</a> from Das Capital, Axan Ventures, CrowdWorks IT-Farm, AnyPay.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.gozefo.com/"">Zefo</a> (India), online used-goods e-commerce platform: <a href=""https://techcrunch.com/2017/10/05/zefo-an-online-store-for-secondhand-goods-gets-9-2m-series-b-led-by-sequoia-india/"">$9.2M</a> B led by Sequoia India, Helion Venture Partners, participation from Beenext.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://flyhomes.com/"">FlyHomes</a> (Seattle, WA), real estate platform geared towards offering each buyer an agent: <a href=""http://www.finsmes.com/2017/10/flyhomes-raises-4m-in-funding.html"">$4M</a> A &amp; Debt led by Mark Vadon, participation from Pritzker, Al Goldstein.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://partyslate.com/"">PartySlate</a> (Chicago, IL), platform for party hosts to find venues and event professionals/inspiration: <a href=""http://www.finsmes.com/2017/10/partyslate-raises-1-9m-closes-3m-seed-funding-round.html"">$3M</a> Seed led by Hyde Park Venture Partners, participation from Hyde Park Angels, InvestHER, Jump Investors, Wavemaker, Halogen.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.farmsteadapp.com/"">Farmstead</a> (San Francisco, CA), AI-based local grocer that calculates users' consumption to determine how much produce to order: <a href=""http://www.finsmes.com/2017/10/farmstead-raises-2-8m-in-seed-funding.html"">$2.8M</a> Seed from Resolute, Social Capital, Y Combinator, Liquid 2.</p>",2017-10-08
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.stellar.aero/"">Stellar Labs</a> (Redwood CIty, CA), cloud-based operating system for flight operations: <a href=""http://www.finsmes.com/2017/10/stellar-labs-raises-26-3m-in-series-a-funding.html"">$26.3M</a> A led by Columbia Equity Partners, participation from Global Jet, Expa.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.veracity.io/"">Veracity Industrial</a> (Alijo Viejo, CA), secure industrial network with on-premises, centralized configuration, control, and monitoring: <a href=""http://www.finsmes.com/2017/10/veracity-industrial-networks-closes-1-5m-seed-d-funding-round.html"">$1.5M</a> Seed from Microsemi, Hollencrest Capital Management, Schweitzer Engineering Laboratories.</p>",2017-10-08
"<p dir=""ltr""><strong>--Dev--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://sourcegraph.com/"">Sourcegraph</a> (San Francisco, CA), code editing repository/ code search function: <a href=""http://www.finsmes.com/2017/10/sourcegraph-raises-20m-in-series-a-funding.html"">$20M</a> A from Redpoint, Goldcrest.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.onradar.com/"">Radar</a> (New York, NY), location platform for mobile apps: <a href=""http://www.finsmes.com/2017/10/radar-raises-2m-in-seed-funding.html"">$2M</a> Seed led by Accel Partners, participation from Expa, Fuel.</p>",2017-10-08
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://tripactions.com/"">TripActions</a> (Palo Alto, CA), business travel management offering loyalty program search and support, etc.: <a href=""http://www.finsmes.com/2017/10/tripactions-raises-additional-12-5m-in-series-a-funding.html"">$12.5M</a> A led by Arif Janmohamed, participation from Oren Zeev.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.home61.com/real-estate"">Home61</a> (Miami, FL), real estate platform to automate agents' workload: <a href=""http://www.finsmes.com/2017/10/home61-raises-4m-in-funding.html"">$4M</a> led by FF Angel, participation from Fabrice Grinda.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://spiro.ai/"">Spiro</a> (Boston, MA), platform with email integration to helps salespeople keep track of customers: <a href=""https://techcrunch.com/2017/10/06/spiro-seed-funding/"">$3M</a> Seed led by Geekdom Fund, participation from MassVentures, Hyperplane, New Harbour.</p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://www.butterfly.ai/"">Butterfly</a> (New York, NY), platform to teach managers leadership skills: <a href=""http://www.finsmes.com/2017/10/butterfly-raises-2-4m-in-seed-funding.html"">$2.4M</a> Seed from Daphni, Tectonic, Precursor, angels.</p>",2017-10-08
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://quanticmind.com/"">QuanticMind</a> (Redwood CIty, CA), AI-based predictive marketing platform: <a href=""http://www.finsmes.com/2017/10/quanticmind-secures-20m-in-series-b-funding.html"">$20M</a> B led by Foundation Capital, participation from Safeguard Scientifics, Cervin.</p>",2017-10-08
"<p dir=""ltr""><strong>--Insurtech--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""http://www.slice.is/"">Slice Labs</a> (New York, NY), algorithm-based insurance brokerage platform: <a href=""http://www.finsmes.com/2017/10/slice-raises-11-6m-in-series-a-funding.html"">$11.6M</a> A led by XL Innovate, participation from Horizons, Munich Re / HSB, SOMPO, Plug and Play, Tusk.</p>",2017-10-08
"<p dir=""ltr""><strong>--Edtech--</strong></p>",2017-10-08
"<p dir=""ltr"">-- <a href=""https://thinkcerca.com/"">ThinkCERCA</a> (Chicago, IL), platform to develop critical thinking skills in children grades 4-12: <a href=""http://www.finsmes.com/2017/10/thinkcerca-raises-10m-in-series-b-funding.html"">$10M</a> B led by Scott Cook, Signe Ostby, participation from Plum Alley, Great Oak, Amicus, TAL, et al. CEO <a href=""https://www.linkedin.com/in/eileen-murphy-1932b27/"">Eileen Murphy</a> spent two years as the Chicago Public School District’s Director of Curriculum and Instruction.</p>",2017-10-08
"<p dir=""ltr""><strong>--Data/Analytics--</strong></p>",2017-10-08
"<p>-- <a href=""https://pensa.ai/"">Pensa</a> (Mountain View, CA), platform to deliver virtual data centers: <a href=""http://www.finsmes.com/2017/10/pensa-raises-4m-in-series-a-funding.html"">$4M</a> A led by March Capital.</p>",2017-10-08
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-10-15
"<p dir=""ltr"">-- Lefit (Hangzhou, China), subscription to multiple fitness studios across eight cities: <a href=""https://www.chinamoneynetwork.com/2017/10/13/dealshot-hillhouse-capital-leads-45m-series-c-round-chinese-o2o-fitness-training-platform-lefit"">$45M</a> C led by Hillhouse Capital, participation from IDG, Huasheng.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://simpleshow.com/"">The Simpleshow Company</a> (Luxembourg), platform for informative videos: <a href=""http://www.finsmes.com/2017/10/the-simpleshow-company-raises-us15m-funding-round.html"">$15M</a> from BIP Fund SCA.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.omnypay.net/"">Omnyway</a> (San Francisco, CA), mobile-only e-commerce platform: <a href=""http://www.finsmes.com/2017/10/omnyway-closes-12-75m-in-series-a-funding.html"">$12.75M</a> A led by Nyca, CommerzVentures, CEFIF, participation from Commerce, Industry.</p>",2017-10-15
"<p dir=""ltr"">-- Youshu (China), book sharing/discovery platform: <a href=""https://www.chinamoneynetwork.com/2017/10/13/dealshot-hillhouse-capital-leads-45m-series-c-round-chinese-o2o-fitness-training-platform-lefit"">$12M</a> A from led by Meridian Capital, participation from Eastern Bell, Plum, Blue Lake.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://flont.com/"">Flont</a> (New York, NY), jewelry discovery, purchase, shipping, borrowing, and insurance platform: <a href=""http://www.finsmes.com/2017/10/flont-completes-5m-seed-funding-round.html"">$5M</a> C from C Ventures, et al.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://meesho.com/"">Meesho</a> (Bengaluru, India), platform to resell household goods: <a href=""https://techcrunch.com/2017/10/13/social-commerce-startup-meesho-gets-3-4m-series-a-to-build-a-reseller-network-in-india/"">$3.4M</a> Seed led by SAIF Ventures, participation from Venture Highway, Y Combinator, angels. Participated in YC'16.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.carhopper.co/"">CarHopper</a> (Miami, FL), platform for on-demand exotic/luxury car rentals: <a href=""http://www.finsmes.com/2017/10/carhopper-raises-1-5m-in-seed-funding-2.html"">$1.5M</a> Seed from undisclosed sources.</p>",2017-10-15
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-10-15
"<p dir=""ltr"">-- PolicyBazaar (India), online loan, credit, and insurance platform: <a href=""https://www.dealstreetasia.com/stories/india-policybazaar-raises-76-8m-existing-new-investors-84118/?utm_source=DealStreetAsia%3A+The+Daily+Brief&amp;utm_campaign=78fab0f632-RSS_EMAIL_CAMPAIGN+%2A%7CRSSFEED%3ADATE%3A+F+j%2C+Y%7C%2A&amp;utm_medium=email&amp;utm_term=0_0fa50e40c1-78fab0f632-246476865&amp;mc_cid=78fab0f632&amp;mc_eid=5c40b8a999"">$75M</a> from True North, IDG, et al. Valued at $500M, is discussing a further pre-IPO round.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://www.compeon.de/press-release/compeon-series-b/"">Compeon</a> (Düsseldorf, Germany), commercial financing as a brokerage platform: <a href=""http://www.finsmes.com/2017/10/compeon-closes-e12m-series-b-funding.html"">$14.2M</a> B led by Tengelmann Ventures/ btov, Dieter von Holtzbrinck.</p>",2017-10-15
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.inflarx.com/"">InflaRX</a> (Munich, Germany), molecules targeting chronic and inflammation-related disease: <a href=""http://www.finsmes.com/2017/10/inflarx-raises-55m-in-series-d-funding.html"">$55M</a> D led by Bain Capital Life Sciences, Cormorant Asset Management, RA Capital Management.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.virionhealth.com/"">VirionHealth</a> (Coventry, UK), therapeutics for respiratory viral infections: <a href=""http://www.finsmes.com/2017/10/virionhealth-raises-up-to-13m-in-series-a-funding.html"">$17.27M</a> A from Abingworth.</p>",2017-10-15
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://www.kobaltmusic.com/"">Kobalt</a> (New York, NY), data-based royalty collection for music IP holders: <a href=""https://techcrunch.com/2017/10/12/music-rights-collection-startup-kobalt-adds-another-14m-at-789m-valuation-bill-maris-joins-board/"">$14M</a> D from Section 32. Valuation stands at $789M.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""http://www.honestbuildings.com/"">Honest Buildings</a> (New York, NY), project management platform for construction projects for both capital owners and builders: <a href=""http://www.finsmes.com/2017/10/honest-buildings-raises-13m-in-series-b-funding-round.html"">$13M</a> B from Brookfield Property, Rudin, C-III, Navitas, Greensoil Building, Bienville, Riverpark, The Westly Group, Rockport, Circle, Thrive.</p>",2017-10-15
"<p dir=""ltr"">-- <a href=""https://www.mynd.co/"">Mynd</a> (Oakland, CA), full-service property management platform for buildings with 50 units or less: <a href=""http://www.finsmes.com/2017/10/mynd-secures-5m-in-funding.html"">$5M</a> led by Lightspeed Ventures, participation from Canaan, Jackson Square, Barry Sternlicht.</p>",2017-10-15
